packet_id,station_id,rx_timestamp,rx_freq_hz,intensity_db
7be62646,SEN_01,1711000000.0011742,94.36473263769338,-12.035116267013429
7be62646,SEN_01,1711000000.0482762,91.71069183152694,-40.3892053383159
7be62646,SEN_02,1711000000.0004156,94.24019319487667,-11.75387521094987
7be62646,SEN_03,1710999999.9998775,94.23915204887173,-12.568145246908186
7be62646,SEN_04,1710999999.9997835,94.25027816131279,-11.86409483874687
7be62646,SEN_04,1711000000.0443294,91.71069183152694,-41.62245996152133
0c5c32c1,SEN_01,1711000001.2515635,94.01326619417254,-12.293867567824561
0c5c32c1,SEN_01,1711000001.2979407,91.50128945872316,-40.501916500026866
0c5c32c1,SEN_02,1711000001.2483711,93.9046074800742,-11.857150068309538
0c5c32c1,SEN_02,1711000001.2875495,91.50128945872316,-42.53952015609815
0c5c32c1,SEN_03,1711000001.2522593,93.99741574873936,-11.817685147795503
0c5c32c1,SEN_03,1711000001.3020854,91.50128945872316,-39.58922462526577
0c5c32c1,SEN_04,1711000001.249224,93.90610943124716,-10.913984101466802
0c5c32c1,SEN_04,1711000001.285407,91.50128945872316,-39.692319009171264
efa5d4cf,SEN_01,1711000002.503892,93.8778213362953,-11.639449071147578
efa5d4cf,SEN_02,1711000002.4956503,93.87634056900292,-12.776757685686958
efa5d4cf,SEN_02,1711000002.5358367,91.48310860816287,-42.96553743175437
efa5d4cf,SEN_03,1711000002.5045261,93.82241195591922,-12.132115480711215
efa5d4cf,SEN_03,1711000002.5344303,91.48310860816287,-43.23528484214392
efa5d4cf,SEN_04,1711000002.5011938,93.9847520345332,-11.790442257115036
efa5d4cf,SEN_04,1711000002.5663009,91.48310860816287,-38.04021926756116
eea25927,SEN_01,1711000003.755198,94.23613392573813,-12.202281601873255
eea25927,SEN_01,1711000003.8092074,91.68886123164334,-38.02055076216659
eea25927,SEN_02,1711000003.7437463,94.30075634559242,-10.798246250951143
eea25927,SEN_03,1711000003.7550306,94.08951861771466,-11.895031307375879
eea25927,SEN_03,1711000003.791618,91.68886123164334,-41.467147664080386
eea25927,SEN_04,1711000003.7494488,94.236504027371,-11.815132778926836
eea25927,SEN_04,1711000003.8013244,91.68886123164334,-39.137245229881444
c0007ebc,SEN_01,1711000005.006649,93.95121184099763,-12.106473229914435
c0007ebc,SEN_01,1711000005.055068,91.38758015462595,-41.30423335113768
c0007ebc,SEN_02,1711000004.992381,93.8417995948392,-12.441660962716528
c0007ebc,SEN_03,1711000005.0081108,93.97179816048292,-12.733081072902413
c0007ebc,SEN_03,1711000005.0601068,91.38758015462595,-40.81018265884792
c0007ebc,SEN_04,1711000004.999254,93.97150181823606,-12.182790774511265
c0007ebc,SEN_04,1711000005.0373347,91.38758015462595,-41.487404488545735
bb5f5468,SEN_01,1711000006.257482,93.91234317407383,-12.187294508093887
bb5f5468,SEN_01,1711000006.3014798,91.4003709911744,-43.125272038587184
bb5f5468,SEN_02,1711000006.2384171,93.94623228973349,-11.741155850488829
bb5f5468,SEN_02,1711000006.283707,91.4003709911744,-36.45442238760972
bb5f5468,SEN_03,1711000006.2610135,93.91303635305961,-12.6916959226307
bb5f5468,SEN_03,1711000006.3204522,91.4003709911744,-38.098100666051444
bb5f5468,SEN_04,1711000006.248098,93.66026583903393,-12.23364107788735
ee32e3a6,SEN_01,1711000007.5097182,93.87669730517567,-11.567217487548799
ee32e3a6,SEN_01,1711000007.5493836,91.41483670903844,-41.6200672691793
ee32e3a6,SEN_02,1711000007.4879808,94.04755271756521,-11.797960301310043
ee32e3a6,SEN_02,1711000007.5456526,91.41483670903844,-43.98886296928927
ee32e3a6,SEN_03,1711000007.5129247,93.90753924146048,-11.546944995972808
ee32e3a6,SEN_04,1711000007.499373,93.83824391383762,-12.308863599042667
ee32e3a6,SEN_04,1711000007.5557215,91.41483670903844,-41.42451939400357
6be7d7b2,SEN_01,1711000008.7612422,94.035182125143,-12.272431271901253
6be7d7b2,SEN_02,1711000008.7340968,93.9517759652929,-11.419924752842789
6be7d7b2,SEN_02,1711000008.8073022,91.521271840448,-39.60890707439533
6be7d7b2,SEN_03,1711000008.766836,94.18226153865754,-11.646939068024766
6be7d7b2,SEN_04,1711000008.7468858,94.05723255488977,-13.345340989146617
6be7d7b2,SEN_04,1711000008.7789264,91.521271840448,-39.396017767125805
d8dc95ad,SEN_01,1711000010.0145724,94.05245852359843,-11.547496237392155
d8dc95ad,SEN_01,1711000010.070608,91.53990014627992,-43.11335097767827
d8dc95ad,SEN_02,1711000009.983437,93.87354830061716,-12.052121448677038
d8dc95ad,SEN_02,1711000010.0317175,91.53990014627992,-36.91863255689858
d8dc95ad,SEN_03,1711000010.0162122,94.1418719556969,-11.922368365200112
d8dc95ad,SEN_03,1711000010.0786452,91.53990014627992,-42.84859658912777
d8dc95ad,SEN_04,1711000009.9965835,93.99737957450657,-10.597312431297665
d8dc95ad,SEN_04,1711000010.0509827,91.53990014627992,-40.175861752956116
0bc5cc44,SEN_01,1711000011.262286,94.03659689179703,-12.14583188865431
0bc5cc44,SEN_02,1711000011.2313194,94.13231061585951,-12.61354241807959
0bc5cc44,SEN_02,1711000011.26947,91.5088629515219,-38.6531735867957
0bc5cc44,SEN_03,1711000011.2672286,93.93291416067362,-12.31890903856796
0bc5cc44,SEN_03,1711000011.3072817,91.5088629515219,-38.63974912397805
0bc5cc44,SEN_04,1711000011.247127,94.03291979869356,-11.823230704830214
9733a5c3,SEN_01,1711000012.5162435,94.26482649064639,-12.282543536779004
9733a5c3,SEN_01,1711000012.5635657,91.69875169691274,-36.448183174948475
9733a5c3,SEN_02,1711000012.4789615,94.2400250945144,-12.312903670335329
9733a5c3,SEN_02,1711000012.537845,91.69875169691274,-45.946986455930634
9733a5c3,SEN_03,1711000012.521354,94.14796575485717,-11.78635972661294
9733a5c3,SEN_03,1711000012.5749598,91.69875169691274,-38.311177020658064
9733a5c3,SEN_04,1711000012.4966261,94.17523653577081,-12.623915699281424
35369ae8,SEN_01,1711000013.7646384,94.31785121000102,-12.58970418112934
35369ae8,SEN_01,1711000013.813521,91.61027547222463,-37.530374132012376
35369ae8,SEN_02,1711000013.7278383,93.95522452962669,-11.474017081622197
35369ae8,SEN_02,1711000013.7839215,91.61027547222463,-41.19711419652577
35369ae8,SEN_03,1711000013.7752995,94.11453092885498,-11.584520581558543
35369ae8,SEN_03,1711000013.8269677,91.61027547222463,-36.71350453729027
35369ae8,SEN_04,1711000013.7465658,94.0957731090217,-12.747271318339317
35369ae8,SEN_04,1711000013.7871416,91.61027547222463,-40.27648941631021
9c9fa1a6,SEN_01,1711000015.0196538,94.17931706938616,-12.040749333240393
9c9fa1a6,SEN_02,1711000014.97289,94.17880676316041,-12.341144610866182
9c9fa1a6,SEN_02,1711000014.9943278,91.69115371732525,-41.7318067275987
9c9fa1a6,SEN_03,1711000015.026165,94.10498900004558,-12.668766460628433
9c9fa1a6,SEN_03,1711000015.0658529,91.69115371732525,-40.3636359748916
9c9fa1a6,SEN_04,1711000014.9969337,94.31335078945185,-12.159070003298375
9c9fa1a6,SEN_04,1711000015.0511322,91.69115371732525,-41.4543664193959
9174d79c,SEN_01,1711000016.2707944,94.1324910455645,-11.529661972512063
9174d79c,SEN_01,1711000016.315619,91.60366009909491,-38.18756246711231
9174d79c,SEN_02,1711000016.2221563,94.07648102414299,-11.587450347570945
9174d79c,SEN_02,1711000016.2812262,91.60366009909491,-40.801476341255054
9174d79c,SEN_03,1711000016.278444,94.1101625110353,-12.686896292029987
9174d79c,SEN_03,1711000016.3367352,91.60366009909491,-40.90832829367441
9174d79c,SEN_04,1711000016.2474313,94.22598061511303,-11.679627267827062
f6b8f73f,SEN_01,1711000017.5227716,94.24540470205397,-12.696779986544867
f6b8f73f,SEN_01,1711000017.5662072,91.80140855805034,-36.38840394327405
f6b8f73f,SEN_02,1711000017.470391,94.17232890772218,-12.516752084389468
f6b8f73f,SEN_02,1711000017.507549,91.80140855805034,-35.40807695868828
f6b8f73f,SEN_03,1711000017.5315683,94.1854829127369,-11.572594722173578
f6b8f73f,SEN_03,1711000017.5761712,91.80140855805034,-38.313282439459826
f6b8f73f,SEN_04,1711000017.4976463,94.29619258121352,-11.771973203734996
afe387d9,SEN_01,1711000018.7732956,93.90744318113595,-11.890347974972633
