timestamp,station_id,temp_c,salinity_ppt,pressure_bar
1711000000.0,SEN_01,3.997471635710045,35.034579286930764,99.37271771739539
1711000012.5031257,SEN_01,3.8490860256259785,35.10733565679324,99.98602751392325
1711000025.0062516,SEN_01,4.11980897744325,34.94005609486994,100.48833700316385
1711000037.5093772,SEN_01,4.135537910080732,35.0842020369356,99.31901416540944
1711000050.0125031,SEN_01,4.023939165239286,35.00447962656659,98.62030418005368
1711000062.5156288,SEN_01,3.921078317946449,34.9627962704115,100.02287196344493
1711000075.0187547,SEN_01,3.967108874563061,35.07919734227133,99.3209038394126
1711000087.5218804,SEN_01,4.129741948278585,34.99359973894403,99.77620399140521
1711000100.0250063,SEN_01,4.067134901365107,35.084166398858066,99.76241193749856
1711000112.528132,SEN_01,4.037846304077186,34.95394727915032,101.34583214026394
1711000125.0312579,SEN_01,3.968460681500253,35.01045118139027,99.65098461092437
1711000137.5343835,SEN_01,3.9033640386775246,34.98821500730533,99.79918899447233
1711000150.0375094,SEN_01,3.929731766352585,34.914281128150506,99.67603251717982
1711000162.540635,SEN_01,3.897762672891136,34.9809829259627,101.79318360079571
1711000175.043761,SEN_01,3.923267604744538,34.96612460051887,99.65935758826357
1711000187.5468867,SEN_01,3.9947523122762667,35.03510930339577,98.94633851951198
1711000200.0500126,SEN_01,4.128248238857687,34.99659260106539,99.65170643683575
1711000212.5531383,SEN_01,3.870600157618603,34.98315177914697,100.12824000452204
1711000225.0562642,SEN_01,4.054133087151219,35.057308484535696,100.60786394105715
1711000237.5593898,SEN_01,4.0090541542984885,35.00168143800434,99.0366740687994
1711000250.0625157,SEN_01,3.947703281866177,34.969838560973685,100.0344119068141
1711000262.5656414,SEN_01,3.8336656043716264,35.01537642511829,99.98125339349261
1711000275.0687673,SEN_01,4.047383873998322,34.94567961472641,101.58725598982224
1711000287.571893,SEN_01,3.92415651132503,34.89454122920251,100.39542038019889
1711000300.0750186,SEN_01,3.9920519929297757,34.91105249440191,98.99535867646863
1711000312.5781446,SEN_01,3.901573837589768,34.95572161158646,98.59943196980421
1711000325.0812702,SEN_01,3.8740965903348235,34.97545602217587,100.5270078811444
1711000337.5843961,SEN_01,4.026341701183434,35.03281830246,100.2022073002686
1711000350.0875218,SEN_01,3.9426368499544315,35.05309123639188,101.59540059034266
1711000362.5906477,SEN_01,4.080017153855841,35.0434844539295,100.06099733817018
1711000375.0937734,SEN_01,3.749128199323826,35.05373273663846,100.10879112250527
1711000387.5968993,SEN_01,4.090121721195282,35.00682666534268,99.76722152142304
1711000400.100025,SEN_01,4.11664562270118,34.95602092208326,100.16784994399448
1711000412.6031508,SEN_01,3.774481208256732,34.99816275107393,101.65719800772331
1711000425.1062765,SEN_01,3.941372375666861,35.00367959405277,100.13269835663
1711000437.6094024,SEN_01,3.81573214326961,35.17160035018683,99.68681535317187
1711000450.112528,SEN_01,3.943335516197091,35.03642507279953,99.26487924821502
1711000462.615654,SEN_01,3.887136694236722,35.03850883281575,99.24035230937076
1711000475.1187797,SEN_01,4.041873782213344,35.02299518428378,101.66122797138347
1711000487.6219056,SEN_01,4.018460380136438,35.029965995106146,99.39177958576725
1711000500.1250312,SEN_01,4.202523175132478,34.94073105914952,100.289387487483
1711000512.6281571,SEN_01,4.0854168018787105,34.888117331997,100.36414671677373
1711000525.1312828,SEN_01,4.013015872744021,34.99927355755015,99.94372797329461
1711000537.6344087,SEN_01,3.849966650377226,35.003040771415506,100.79643687955915
1711000550.1375344,SEN_01,4.1770883316125875,35.02852656697237,100.27000826744901
1711000562.64066,SEN_01,3.9881788848264974,34.9281520989884,99.91767240683508
1711000575.143786,SEN_01,4.06077582897864,35.03016125521568,101.18270504944611
1711000587.6469116,SEN_01,3.922295046787012,35.04213879528296,101.17062852240782
1711000600.1500375,SEN_01,3.968223525847774,34.943116091293206,101.69243649754259
1711000612.6531632,SEN_01,3.952569833376734,34.968302018984645,99.56847468093088
1711000625.156289,SEN_01,3.988162027976548,34.95548757098359,101.13275631393955
1711000637.6594148,SEN_01,3.9974448374107503,34.980003570170446,98.81573201059163
1711000650.1625407,SEN_01,3.9429313421568826,34.93401109402652,98.3706364806225
1711000662.6656663,SEN_01,4.133446978803973,34.99306566927718,99.87844502402102
1711000675.1687922,SEN_01,3.9797962294964058,34.97318129112468,99.32158993798232
1711000687.671918,SEN_01,3.9145312403018013,35.05858232659288,97.86660079945746
1711000700.1750438,SEN_01,3.9123042956076883,35.06291929328288,99.65842533089297
1711000712.6781695,SEN_01,4.121116894114293,35.004518312131516,100.4098737686453
1711000725.1812954,SEN_01,4.097205083037461,34.91158313444706,99.45182342825565
1711000737.684421,SEN_01,4.067241065254177,34.99046612003098,99.31996019686831
1711000750.187547,SEN_01,4.06718168755828,34.9802778920464,100.49396727571099
1711000762.6906726,SEN_01,4.098612880889237,35.058985985461284,100.319276334663
1711000775.1937985,SEN_01,4.0852204339377565,35.05412978491109,99.1359699253416
1711000787.6969242,SEN_01,4.002774873824191,34.998688987632036,98.00741513284261
1711000800.20005,SEN_01,4.060852197991915,34.94529464049109,100.96017153771174
1711000812.7031758,SEN_01,3.970928633644625,35.02840704968772,100.87644629295288
1711000825.2063017,SEN_01,3.9549368116573285,35.073125218488464,99.62956091745886
1711000837.7094274,SEN_01,3.9756913000705887,35.131322119853515,101.14015727675861
1711000850.212553,SEN_01,3.93064207313906,34.94917113944609,100.01809432540985
1711000862.715679,SEN_01,3.927798703419004,34.98093599616826,99.78838243550734
1711000875.2188046,SEN_01,4.008311107138905,34.94924328907679,100.70758986252994
1711000887.7219305,SEN_01,3.7896140912167304,34.983898720260534,101.3629463507748
1711000900.2250562,SEN_01,4.032518391808682,35.06718696893965,101.49293770322328
1711000912.728182,SEN_01,3.9682616714605854,35.016325706899046,98.51021710205066
1711000925.2313077,SEN_01,3.9567323888934327,35.020856616761826,99.4999185873818
1711000937.7344337,SEN_01,4.20387200525812,35.0216739024314,99.88570171554684
1711000950.2375593,SEN_01,4.044520548627438,34.97274879099979,99.93872331505766
1711000962.7406852,SEN_01,4.034827965157183,35.07170053761229,99.36119805238665
1711000975.243811,SEN_01,3.9464288172995854,35.06575258608499,100.1691893284817
1711000987.7469368,SEN_01,3.972241949663163,35.007233647953335,101.57088900287782
1711001000.2500625,SEN_01,4.002692827388906,35.05864169036078,100.01309873389384
1711001012.7531884,SEN_01,4.0908316908845075,35.05626188378978,98.79301363729368
